事件/資產名稱,DNA層級,DNA追溯碼,I值（事件重要性）,R值（影響範圍）,三才校驗,三色審計,創建時間,創建者,商業授權狀態,壓力測試問題,壓力測試結果,女媧五彩石,審查對象,對外狀態,已加密,已否決,平台/來源,最後編輯,本機路徑,松緊級別,治理維度,涉及維度,熔斷級別,版本號,登記時間,紅線觸碰,編輯者,老大原話存檔,處理狀態,行動建議,證據鏈摘要,負責人,資產類型,風險評分,龍魂ID
metadata.py,,#龍芯⚡️2026-03-27-METADATA_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/metadata.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2680
__init__.py,,#龍芯⚡️2026-03-27-INIT_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/processors/frame/__init__.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2687
core.py,,#龍芯⚡️2026-03-27-CORE_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/processors/frame/core.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2689
ui.py,,#龍芯⚡️2026-03-27-UI_PY-v1.0,,,,🟢 通過,2026年3月27日 16:12,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:12,/Users/zuimeidedeyihan/longhun-system/私密区/影像库/换脸工具/龙魂换脸工具_roop/roop/roop/ui.py,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,💻 代碼/工具,,2701
[SYS-ETA]大扫除_2026-03-13.md,,#龍芯⚡️2026-03-27-SYS-ETA_2026-03-13_MD-v1.0,,,,🟢 通過,2026年3月27日 16:13,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:13,/Users/zuimeidedeyihan/longhun-system/资源库/代码归档/2026-03/[SYS-ETA]大扫除_2026-03-13.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2717
longhun_enterprise_light_tech.md,,#龍芯⚡️<POTENTIAL_SECRET_PLACEHOLDER>.md-v1.0,,,,🟢 通過,2026年3月27日 16:13,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:13,/Users/zuimeidedeyihan/longhun-system/资源库/代码归档/2026-03/longhun_enterprise_light_tech.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2725
LONGHUN_QA_SYSTEM.md,,#龍芯⚡️2026-03-27-LONGHUN_QA_SYSTEM_MD-v1.0,,,,🟢 通過,2026年3月27日 16:13,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:13,/Users/zuimeidedeyihan/longhun-system/资源库/代码归档/2026-03/LONGHUN_QA_SYSTEM.md,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,📝 知識/設計,,2734
千问龙魂系统v1.2（快捷指令...-20260305031237.json,,#龍芯⚡️2026-03-27-V1_2_-20260305031237_JSON-v1.0,,,,🟢 通過,2026年3月27日 16:13,💎 龍魂系统中枢大脑,,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 16:13,/Users/zuimeidedeyihan/longhun-system/资源库/代码归档/2026-03/千问龙魂系统v1.2（快捷指令...-20260305031237.json,,,,🟢 正常,v1.0,,No,💎 龍魂系统中枢大脑,,📥 待登記,,,,⚙️ 系統架構,,2742
🖥️ App: LM Studio,,#龍芯⚡️2026-03-27-APP_LM_STUDIO-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/LM http://Studio.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4121
🖥️ App: Telegram,,#龍芯⚡️2026-03-27-APP_TELEGRAM-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Telegram.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4144
🚀 LaunchAgent: com.uid9622.shield,,#龍芯⚡️2026-03-27-LAUNCHAGENT_COM_UID9622_SHIELD-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/com.uid9622.shield.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4165
🖥️ App: wpsoffice,,#龍芯⚡️2026-03-27-APP_WPSOFFICE-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://wpsoffice.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4155
🖥️ App: Final Cut Pro Creator Studio,,#龍芯⚡️2026-03-27-APP_FINAL_CUT_PRO_CREATOR_STUDI-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Final Cut Pro Creator http://Studio.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4114
🖥️ App: Numbers Creator Studio,,#龍芯⚡️2026-03-27-APP_NUMBERS_CREATOR_STUDIO-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Numbers Creator http://Studio.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4132
🚀 LaunchAgent: com.moonshot.kimichat,,#龍芯⚡️2026-03-27-LAUNCHAGENT_COM_MOONSHOT_KIMICHA-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/com.moonshot.kimichat.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4167
🖥️ App: Apple Immersive Video Utility,,#龍芯⚡️2026-03-27-APP_APPLE_IMMERSIVE_VIDEO_UTILI-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Apple Immersive Video http://Utility.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4100
⚡ 快捷指令: ✅确认码,,#龍芯⚡️2026-03-27-AI_V1_0_SEVEN-DIMENSION_AI_GOVERNA_1064-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,iOS/macOS快捷指令: ✅确认码,,💻 代碼/工具,,4090
🖥️ App: CSDN,,#龍芯⚡️2026-03-27-APP_CSDN-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://CSDN.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4103
🖥️ App: Shazam,,#龍芯⚡️2026-03-27-APP_SHAZAM-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Shazam.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4140
🖥️ App: GarageBand,,#龍芯⚡️2026-03-27-APP_GARAGEBAND-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://GarageBand.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4116
🖥️ App: Pixelmator Pro Creator Studio,,#龍芯⚡️2026-03-27-APP_PIXELMATOR_PRO_CREATOR_STUD-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Pixelmator Pro Creator http://Studio.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4137
🚀 LaunchAgent: com.longhun.monitor,,#龍芯⚡️2026-03-27-LAUNCHAGENT_COM_LONGHUN_MONITOR-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/com.longhun.monitor.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4162
🖥️ App: Classroom,,#龍芯⚡️2026-03-27-APP_CLASSROOM-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Classroom.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4105
🖥️ App: TestFlight,,#龍芯⚡️2026-03-27-APP_TESTFLIGHT-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://TestFlight.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4147
"⚡ 快捷指令: 分屏显示 Safari 浏览器和""备忘录""",,"#龍芯⚡️2026-03-27-SAFARI_BCBF-v1.0",,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,"iOS/macOS快捷指令: 分屏显示 Safari 浏览器和""备忘录""",,💻 代碼/工具,,4096
🖥️ App: Motion Creator Studio,,#龍芯⚡️2026-03-27-APP_MOTION_CREATOR_STUDIO-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Motion Creator http://Studio.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4129
⚡ 快捷指令: 分屏显示 2 个 App,,#龍芯⚡️2026-03-27-MOD_2_APP-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,iOS/macOS快捷指令: 分屏显示 2 个 App,,💻 代碼/工具,,4095
🖥️ App: UlyssesMac,,#龍芯⚡️2026-03-27-APP_ULYSSESMAC-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://UlyssesMac.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4149
🖥️ App: MainStage,,#龍芯⚡️2026-03-27-APP_MAINSTAGE-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://MainStage.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4125
⚡ 快捷指令: 正常模式,,#龍芯⚡️2026-03-27-AI_V1_0_SEVEN-DIMENSION_AI_GOVERNA_3578-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,iOS/macOS快捷指令: 正常模式,,💻 代碼/工具,,4093
⚡ 快捷指令: 护眼模式0,,#龍芯⚡️2026-03-27-AI_V1_0_SEVEN-DIMENSION_AI_GOVERNA_02B5-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,iOS/macOS快捷指令: 护眼模式0,,💻 代碼/工具,,4092
🖥️ App: Swift Playground,,#龍芯⚡️2026-03-27-APP_SWIFT_PLAYGROUND-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Swift http://Playground.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4142
🖥️ App: Safari,,#龍芯⚡️2026-03-27-APP_SAFARI-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Safari.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4139
🖥️ App: 讯飞星火,,#龍芯⚡️2026-03-27-APP-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://讯飞星火.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4159
🚀 LaunchAgent: http://com.google.GoogleUpdater.wake,,#龍芯⚡️2026-03-27-LAUNCHAGENT_HTTP_COM_GOOGLE_GOOGLEUPD-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/http://com.google.GoogleUpdater.wake.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4172
🚀 LaunchAgent: http://com.google.keystone.xpcservice,,#龍芯⚡️2026-03-27-LAUNCHAGENT_HTTP_COM_GOOGLE_KEYSTONE-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/http://com.google.keystone.xpcservice.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4171
🖥️ App: Microsoft Outlook,,#龍芯⚡️2026-03-27-APP_MICROSOFT_OUTLOOK-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Microsoft http://Outlook.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4127
🚀 LaunchAgent: http://com.google.keystone.agent,,#龍芯⚡️2026-03-27-LAUNCHAGENT_HTTP_COM_GOOGLE_KEYSTONE-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Library/LaunchAgents/http://com.google.keystone.agent.plist,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,开机自启项 @ /Users/zuimeidedeyihan/Library/LaunchAgents,,⚙️ 系統架構,,4170
🖥️ App: Termius,,#龍芯⚡️2026-03-27-APP_TERMIUS-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Termius.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4146
⚡ 快捷指令: 护眼模式,,#龍芯⚡️2026-03-27-AI_V1_0_SEVEN-DIMENSION_AI_GOVERNA_C712-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,Siri Shortcuts,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,iOS/macOS快捷指令: 护眼模式,,💻 代碼/工具,,4094
🖥️ App: TencentDocs,,#龍芯⚡️2026-03-27-APP_TENCENTDOCS-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://TencentDocs.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4145
🖥️ App: BestZip,,#龍芯⚡️2026-03-27-APP_BESTZIP-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://BestZip.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4102
🖥️ App: Kimi,,#龍芯⚡️2026-03-27-APP_KIMI-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Kimi.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4119
🖥️ App: Logic Pro,,#龍芯⚡️2026-03-27-APP_LOGIC_PRO-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/Logic http://Pro.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4122
🖥️ App: Photomator,,#龍芯⚡️2026-03-27-APP_PHOTOMATOR-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://Photomator.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4135
🖥️ App: Proton Mail,,#龍芯⚡️2026-03-27-APP_PROTON_MAIL-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Users/zuimeidedeyihan/Applications/Proton http://Mail.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Users/zuimeidedeyihan/Applications,,💻 代碼/工具,,4138
🖥️ App: 有道云笔记,,#龍芯⚡️2026-03-27-APP_55A8-v1.0,,,,🟢 通過,2026年3月27日 18:57,💎 龍芯北辰｜UID9622,👑 UID9622獨佔,,,,,🔒 絕對私有,No,No,🟢 本機設備,2026年3月27日 18:57,/Applications/http://有道云笔记.app,,,,🟢 正常,v1.0,,No,💎 龍芯北辰｜UID9622,,📥 待登記,,已安装应用 @ /Applications,,💻 代碼/工具,,4158
Kimi接入·算法透明度審計,L2 🗓️ 十年,#龍芯⚡2026-03-26-算法透明-002,60,10,,🟡 待審,2026年3月27日 11:10,💎 龍芯北辰｜UID9622,,Kimi的算法決策是否對用戶透明？數據流向是否可審計？,,🔴 紅石·天之血脈,Kimi Cloud,,No,No,,2026年3月27日 11:10,,🔴 絕對緊,🔍 算法透明,"服務對象, 算法透明, 糾錯機制",P2 預警級,,2026年2月1日,No,💎 龍芯北辰｜UID9622,,⚙️ 審計中,觀察期進行中，預計2026-04-30完成算法透明度審計,,,⚔️ 治理事件,45,2
龍魂·數據主權基礎合規,L3 📅 日常,#龍芯⚡2026-03-26-數據主權-001,60,10,,🟢 通過,2026年3月27日 11:11,💎 龍芯北辰｜UID9622,,,,🔵 藍石·天之蒼穹,,,No,No,,2026年3月27日 11:11,,🟡 有彈性,🔐 數據主權,"數據主權, 算法透明",🟢 正常,,2026年1月1日,No,💎 龍芯北辰｜UID9622,,✅ 已通過,數據主權基礎合規已通過，繼續維護Notion工作區數據自持模式,,,⚔️ 治理事件,12,3
📜 君子協議白皮書 v1.1｜龍魂·數字主權宣言,L1 🏛️ 百年,#龍芯⚡️2026-03-26-AI_V1_0_SEVEN-DIMENSION_AI_GOVERNA-v1.1,90,1000,,🟢 通過,2026年3月27日 11:13,💎 龍芯北辰｜UID9622,,,,🟡 金石·天之骨架,,,No,No,,2026年3月27日 11:13,,🔴 絕對緊,🔐 數據主權,"數據主權, 文化主權, 普惠落地, 算法透明",🟢 正常,,2026年3月26日,No,💎 龍芯北辰｜UID9622,,✅ 已通過,已發佈於公開入口頁，四章完整：主權聲明/定義與精神/核心條款/違約處理+恥辱柱/文化根基,,,📜 白皮書/論文,0,4
